F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_0\E_0_L_F_Y_N_1994_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_0\E_0_L_F_Y_N_1994_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_0\E_0_L_F_Y_N_1994_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_0\E_0_L_F_Y_N_1994_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_1\E_1_L_M_N_N_1994_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_1\E_1_L_M_N_N_1994_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_1\E_1_L_M_N_N_1994_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_1\E_1_L_M_N_N_1994_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_10\E_10_L_M_N_N_1994_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_10\E_10_L_M_N_N_1994_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_10\E_10_L_M_N_N_1994_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_10\E_10_L_M_N_N_1994_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_100\E_100_L_M_N_N_1997_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_100\E_100_L_M_N_N_1997_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_100\E_100_L_M_N_N_1997_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_100\E_100_L_M_N_N_1997_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_101\E_101_L_M_N_N_1991_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_101\E_101_L_M_N_N_1991_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_101\E_101_L_M_N_N_1991_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_101\E_101_L_M_N_N_1991_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_102\E_102_L_M_N_N_1995_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_102\E_102_L_M_N_N_1995_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_102\E_102_L_M_N_N_1995_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_102\E_102_L_M_N_N_1995_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_103\E_103_L_M_N_N_1994_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_103\E_103_L_M_N_N_1994_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_103\E_103_L_M_N_N_1994_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_103\E_103_L_M_N_N_1994_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_104\E_104_L_M_N_N_1995_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_104\E_104_L_M_N_N_1995_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_104\E_104_L_M_N_N_1995_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_104\E_104_L_M_N_N_1995_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_105\E_105_L_M_N_N_1992_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_105\E_105_L_M_N_N_1992_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_105\E_105_L_M_N_N_1992_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_105\E_105_L_M_N_N_1992_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_106\E_106_L_F_Y_N_1996_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_106\E_106_L_F_Y_N_1996_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_106\E_106_L_F_Y_N_1996_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_106\E_106_L_F_Y_N_1996_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_106\E_106_L_F_Y_N_1996_4_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_107\E_107_L_F_Y_Y_1985_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_107\E_107_L_F_Y_Y_1985_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_107\E_107_L_F_Y_Y_1985_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_107\E_107_L_F_Y_Y_1985_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_108\E_108_L_M_N_N_1993_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_108\E_108_L_M_N_N_1993_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_108\E_108_L_M_N_N_1993_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_108\E_108_L_M_N_N_1993_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_108\E_108_L_M_N_N_1993_4_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_109\E_109_L_F_Y_N_1996_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_109\E_109_L_F_Y_N_1996_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_109\E_109_L_F_Y_N_1996_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_109\E_109_L_F_Y_N_1996_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_11\E_11_L_F_N_N_1990_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_11\E_11_L_F_N_N_1990_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_11\E_11_L_F_N_N_1990_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_11\E_11_L_F_N_N_1990_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_110\E_110_L_F_Y_N_1994_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_110\E_110_L_F_Y_N_1994_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_110\E_110_L_F_Y_N_1994_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_110\E_110_L_F_Y_N_1994_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_111\E_111_L_M_N_N_1992_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_111\E_111_L_M_N_N_1992_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_111\E_111_L_M_N_N_1992_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_111\E_111_L_M_N_N_1992_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_112\E_112_L_M_N_N_1996_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_112\E_112_L_M_N_N_1996_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_112\E_112_L_M_N_N_1996_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_112\E_112_L_M_N_N_1996_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_113\E_113_L_M_N_N_1999_0_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_113\E_113_L_M_N_N_1999_1_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_113\E_113_L_M_N_N_1999_2_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_113\E_113_L_M_N_N_1999_3_2017.bmp,1
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_114\E_114_L_F_N_N_1998_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_114\E_114_L_F_N_N_1998_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_114\E_114_L_F_N_N_1998_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_114\E_114_L_F_N_N_1998_3_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_115\E_115_L_F_Y_N_1998_0_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_115\E_115_L_F_Y_N_1998_1_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_115\E_115_L_F_Y_N_1998_2_2017.bmp,0
F:\Lab\datasets\UNAB_Val_ICB\UNAB_Val\Enrollment\E_115\E_115_L_F_Y_N_1998_3_2017.bmp,0
